c,i,id,l1_c,l1_i,language,type,code,l2_sim_cc_5,l2_sim_cc_10,l2_sim_cc_25,l2_sim_cc_50,l2_sim_cc_75,l2_sim_cc_100,l1_sim_cc_5,l1_sim_cc_10,l1_sim_cc_25,l1_sim_cc_50,l1_sim_cc_75,l1_sim_cc_100,l2_sim_wiki_5,l2_sim_wiki_10,l2_sim_wiki_25,l2_sim_wiki_50,l2_sim_wiki_75,l2_sim_wiki_100,l2_sim_polyglot_5,l2_sim_polyglot_10,l2_sim_polyglot_25,l2_sim_polyglot_50,l2_sim_polyglot_75,l2_sim_polyglot_100,l1_sim_polyglot_5,l1_sim_polyglot_10,l1_sim_polyglot_25,l1_sim_polyglot_50,l1_sim_polyglot_75,l1_sim_polyglot_100
especially,specially,person_1349,especialment,especialment,Catalan,RY,ca,0.3421987891197205,0.3366724848747253,0.2956363558769226,0.2686932384967804,0.2626763582229614,0.2625589668750763,0.8270228505134583,0.7514426708221436,0.6767886281013489,0.6352691650390625,0.6150892376899719,0.602047324180603,0.15365742146968842,0.15379394590854645,0.1389886736869812,0.12332379817962645,0.1122138649225235,0.10656371712684633,0.5492720007896423,0.5500737428665161,0.5403814315795898,0.5138996839523315,0.4867022931575775,0.479132741689682,0.8284637331962585,0.7933182120323181,0.7491381764411926,0.7166100144386292,0.6895778775215149,0.6732216477394104
catch,achieve,person_2132,atrapar,aconseguir,Catalan,RV,ca,0.128126859664917,0.12000373750925065,0.10145366191864014,0.10444144904613496,0.12045682221651074,0.12040624022483826,0.4839023053646088,0.4694525599479675,0.4487409889698029,0.4402937889099121,0.4365678429603577,0.4315135180950165,0.07311846315860747,0.09178872406482697,0.09678420424461363,0.08877262473106384,0.10082513839006424,0.1006297916173935,0.2339670956134796,0.21238483488559726,0.2274945378303528,0.2423328906297684,0.2375161200761795,0.23520371317863464,0.5678255558013916,0.5724623203277588,0.5842944383621216,0.5888473987579346,0.5897783637046814,0.5925157070159912
organise,prepare,person_2132,organitzar,preparar,Catalan,RV,ca,0.3100088238716125,0.30137720704078674,0.2711850106716156,0.26524364948272705,0.2664849758148193,0.27022314071655273,0.5818263292312622,0.5860499143600464,0.5726567506790161,0.5534281730651855,0.5462121367454529,0.5380535721778871,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,0.7531758546829224,0.752531886100769,0.7556626796722412,0.7402633428573608,0.7291879653930664,0.7244357466697693,0.7926812171936035,0.7972960472106934,0.7853633165359497,0.7759453058242798,0.7690547108650208,0.7681388854980469
useful,profitable,person_1349,útil,rendible,Catalan,RJ,ca,0.2680617570877075,0.2421391159296036,0.2343115955591201,0.21699246764183044,0.21345895528793327,0.21348679065704346,0.39587944746017456,0.4021760821342468,0.4167979955673218,0.4178534746170044,0.42709165811538696,0.418638288974762,0.20929989218711853,0.21031804382801056,0.1905480921268463,0.186076894402504,0.1880437433719635,0.18618465960025787,0.6811059713363647,0.6599889993667603,0.6311832666397095,0.6175456047058105,0.6083076000213623,0.5972002744674683,0.7500073313713074,0.737205445766449,0.711285412311554,0.6837583780288696,0.6761928796768188,0.6636294722557068
invite,offer,person_1349,convidar,oferir,Catalan,RV,ca,0.3684406578540802,0.3330797553062439,0.2999287843704224,0.28940391540527344,0.2729560136795044,0.2771205604076385,0.5470288991928101,0.5404398441314697,0.5320951938629149,0.5260665416717529,0.5153434276580809,0.5075258612632751,0.24177274107933044,0.2426105737686157,0.2182490825653076,0.2057097405195236,0.19791173934936526,0.19355712831020355,0.5134843587875366,0.494877815246582,0.4718407988548279,0.434442937374115,0.4152072072029114,0.4084984660148621,0.6202936768531799,0.6255029439926147,0.6150610446929932,0.6231308579444885,0.622233510017395,0.6247453689575195
ask,recommend,person_1349,preguntar,recomanar,Catalan,RV,ca,0.3637067079544067,0.3318985104560852,0.32000380754470825,0.3079507350921631,0.293903648853302,0.28739821910858154,0.4443687200546265,0.44035452604293823,0.4075186848640442,0.3997945785522461,0.399225652217865,0.3989444077014923,0.3196544647216797,0.3074626326560974,0.2795974612236023,0.2776999175548553,0.2761953771114349,0.2757598161697388,0.6735615730285645,0.6727033853530884,0.6981202363967896,0.6876569986343384,0.6821650862693787,0.6762034893035889,0.7274700403213501,0.7549659013748169,0.7298082113265991,0.7199028730392456,0.7123091220855713,0.7113044857978821
thrilled,amazed,person_1349,emocionat,sorprès,Catalan,RJ,ca,0.5732536911964417,0.5495057106018066,0.5309459567070007,0.5124518275260925,0.4956270456314087,0.4806841909885407,0.4776214361190796,0.4837663173675537,0.5140388607978821,0.487267017364502,0.479734480381012,0.4740582704544067,0.4991429150104522,0.4861152172088623,0.4682788252830506,0.4467654526233673,0.4418727755546569,0.4292543828487396,0.8407228589057922,0.8284133672714233,0.8108935356140137,0.7787357568740845,0.7605357170104979,0.7453317642211914,0.6077951192855835,0.609058141708374,0.5784800052642822,0.5715763568878174,0.562768816947937,0.5589144229888916
do,be,person_2132,fer,ser,Catalan,RV,ca,0.490425705909729,0.4794989228248596,0.4673749208450317,0.41761356592178345,0.4036070704460144,0.3929532766342163,0.489058643579483,0.45850670337677,0.4686210751533508,0.455548107624054,0.44969695806503296,0.4473116397857666,0.28008389472961426,0.2388737648725509,0.26602232456207275,0.27093935012817383,0.2677823603153229,0.2649233639240265,0.5248836278915405,0.5133979916572571,0.4736403822898865,0.4756536483764648,0.4746794104576111,0.4674475193023682,0.6893634796142578,0.692407488822937,0.6854928731918335,0.6812678575515747,0.6566730737686157,0.6473650932312012
sincerely,faithfully,person_1349,sincerament,fidelment,Catalan,RY,ca,0.34077179431915283,0.32544708251953125,0.3217964768409729,0.2979416847229004,0.2894834578037262,0.2768603563308716,0.2751428782939911,0.27590692043304443,0.2895409464836121,0.2899819612503052,0.2891799211502075,0.28911322355270386,0.33496326208114624,0.30807402729988104,0.2708606719970703,0.2648465633392334,0.26764702796936035,0.2606129050254822,0.6742516756057739,0.6815580129623413,0.6807746291160583,0.6882055401802063,0.6904889345169067,0.6892237663269043,0.5421409606933594,0.5615782737731934,0.5466611385345459,0.5203260779380798,0.507154643535614,0.499131441116333
would,should,person_1349,vols,hauria,Catalan,RV,ca,0.6448183655738831,0.6456886529922485,0.5800858736038208,0.5456504821777344,0.5286440849304199,0.526125431060791,0.3292457461357117,0.32962948083877563,0.3033053278923035,0.3048263192176819,0.30508095026016235,0.29791027307510376,0.6565874218940735,0.645989179611206,0.5430568456649779,0.4634038209915161,0.4341769814491272,0.4075725376605988,0.9452669024467468,0.9120725393295288,0.7845939397811891,0.6796573400497437,0.624800443649292,0.5879731774330139,0.15346935391426086,0.14990311861038208,0.12542912364006042,0.12117303907871246,0.12125856429338455,0.12714451551437378
shepherd,shelter,person_1433,pastor,refugi,Catalan,RN,ca,0.266948401927948,0.2468413412570953,0.22541987895965576,0.22084298729896545,0.21654172241687766,0.21380746364593506,0.3003458976745605,0.28984659910202026,0.2744881510734558,0.2609424293041229,0.2544016242027283,0.2511467933654785,0.1499035656452179,0.14639326930046082,0.15989360213279724,0.16639220714569092,0.16756021976470947,0.16717974841594696,0.3746035099029541,0.34599894285202026,0.3460065722465515,0.3459077477455139,0.34603917598724365,0.3428004086017609,0.44138461351394653,0.4437273144721985,0.42516523599624634,0.4293159246444702,0.41565459966659546,0.3974257707595825
price,prize,person_1826,preu,premi,Catalan,RN,ca,0.1822480261325836,0.18022014200687408,0.16955360770225525,0.16104277968406674,0.15076594054698944,0.14180898666381836,0.25147691369056696,0.2586205005645752,0.2441378235816956,0.2364605367183685,0.22353634238243106,0.21636143326759336,0.1066201478242874,0.09925580769777298,0.10235561430454254,0.0996401309967041,0.10164400190114976,0.09777985513210297,0.4704742431640625,0.4613958597183228,0.4953900277614594,0.459209531545639,0.4587432146072388,0.4570122957229614,0.4355390667915344,0.4455025792121887,0.43295082449913025,0.40406692028045654,0.3891931176185608,0.3852226436138153
difficult,hard,person_1305,difícil,dur,Catalan,RJ,ca,0.5845456123352051,0.5270010232925415,0.4601329565048218,0.4375099539756775,0.4285516142845154,0.4103453159332275,0.4311602711677551,0.41459500789642334,0.3934122025966644,0.3848101496696472,0.37907418608665466,0.3806396126747131,0.579876184463501,0.5091326832771301,0.4524754285812378,0.3818303942680359,0.3450625538825989,0.3277038931846619,0.5638961791992188,0.5666466951370239,0.5502656698226929,0.5337244272232056,0.524150013923645,0.5210926532745361,0.32873958349227905,0.33428269624710083,0.308085560798645,0.29722175002098083,0.29108038544654846,0.29035234451293945
think,found,person_1433,pensar,trobat,Catalan,RV,ca,0.2630884647369385,0.23456722497940066,0.222431555390358,0.21507528424263,0.2205026596784592,0.2160658836364746,0.4346023797988892,0.4220147132873535,0.3988290727138519,0.4030523300170897,0.4081445336341858,0.4022049307823181,0.19283759593963626,0.1887021511793137,0.15402263402938846,0.1256365031003952,0.11305607855319975,0.10575956106185913,0.2653266489505768,0.2625634074211121,0.2436628639698029,0.2465801686048508,0.23647165298461914,0.2322071194648743,0.19266484677791595,0.19402454793453217,0.17180654406547546,0.16285832226276398,0.16194336116313934,0.16153806447982788
stars,starts,person_1433,estrelles,comença,Catalan,RN,ca,0.06822684407234192,0.06864172220230103,0.06554262340068817,0.06294573843479156,0.05911505967378616,0.05615207180380821,0.16840633749961853,0.16743043065071106,0.17743822932243347,0.17434877157211304,0.17303571105003354,0.17558661103248596,0.12234334647655487,0.10050490498542786,0.09805943071842194,0.1000889241695404,0.10347535461187364,0.10575374960899353,0.3406369090080261,0.3378027379512787,0.312806636095047,0.32327955961227417,0.31574705243110657,0.3096489906311035,-0.08686169981956482,-0.07127191126346588,-0.0576358363032341,-0.06810545921325684,-0.06580057740211487,-0.07073676586151123
could,may,person_1433,podria,maig,Catalan,RV,ca,0.6821067333221436,0.626814603805542,0.5362441539764404,0.4819058775901794,0.4582748413085938,0.4467732608318329,0.10666501522064208,0.10312232375144956,0.08243627846240997,0.06931554526090622,0.07091198861598969,0.0699106752872467,0.7754195928573608,0.6772161722183228,0.5405961275100708,0.4648891389369965,0.4269371628761292,0.4069085717201233,0.9504839181900024,0.9203196167945862,0.7742911577224731,0.6580509543418884,0.6071146726608276,0.5710682868957521,0.05229502171278,0.05754133313894272,0.042640604078769684,0.03129880130290985,0.02250066213309765,0.021544519811868668
might,can,person_1433,podria,pot,Catalan,RV,ca,0.6796959638595581,0.6282963752746582,0.5628992319107056,0.5294984579086304,0.5095850229263306,0.4910375475883484,0.7584758996963501,0.696198046207428,0.6486886143684387,0.6191346645355225,0.6069895029067993,0.5982707142829895,0.6328171491622925,0.5446921586990356,0.5045977830886841,0.4445191621780396,0.4162750244140625,0.4022788405418396,0.92308247089386,0.9097843766212464,0.7596002221107483,0.6451655626296997,0.5850740075111389,0.5505928993225098,0.8898961544036865,0.8729496002197266,0.8219078779220581,0.7889112234115601,0.7656804323196411,0.7493550777435303
arrange,set,person_1433,organitzar,establir,Catalan,RV,ca,0.19618213176727287,0.19088679552078247,0.1886642873287201,0.1869317591190338,0.183356374502182,0.18294233083724976,0.5262391567230225,0.5051040649414062,0.5025885701179504,0.4999573826789856,0.494455873966217,0.5027478337287903,0.18745140731334686,0.15023967623710632,0.14641526341438293,0.13614894449710846,0.12467290461063385,0.12042074650526048,0.06450150907039642,0.06048304215073585,0.06789097189903259,0.06245598569512367,0.06564849615097046,0.06105371192097664,0.8109179735183716,0.7876267433166504,0.78728187084198,0.7760040760040283,0.7631983757019043,0.7590281963348389
had,spent,person_1305,havia,gastat,Catalan,RV,ca,0.3048818111419678,0.29782530665397644,0.2719617486000061,0.2682050466537476,0.27335262298583984,0.27408504486083984,0.3105123043060303,0.2965960204601288,0.3021699786186218,0.2793085277080536,0.27468818426132197,0.2767255902290344,0.08043169975280763,0.10227087140083313,0.09705567359924316,0.1184287965297699,0.12421904504299165,0.12433818727731705,0.3958911895751953,0.4013489484786987,0.3791983127593994,0.37142598628997797,0.37370043992996216,0.3728480935096741,0.026860466226935387,0.028728218749165535,0.02483307011425495,0.021408498287200928,0.019458172842860222,0.018327999860048294
stars,starts,person_1305,estrelles,comença,Catalan,RN,ca,0.06822684407234192,0.06864172220230103,0.06554262340068817,0.06294573843479156,0.05911505967378616,0.05615207180380821,0.16840633749961853,0.16743043065071106,0.17743822932243347,0.17434877157211304,0.17303571105003354,0.17558661103248596,0.12234334647655487,0.10050490498542786,0.09805943071842194,0.1000889241695404,0.10347535461187364,0.10575374960899353,0.3406369090080261,0.3378027379512787,0.312806636095047,0.32327955961227417,0.31574705243110657,0.3096489906311035,-0.08686169981956482,-0.07127191126346588,-0.0576358363032341,-0.06810545921325684,-0.06580057740211487,-0.07073676586151123
came,went,person_1433,venia,anava,Catalan,RV,ca,0.7321411371231079,0.6577076315879822,0.6109225749969482,0.5761339664459229,0.551633358001709,0.5327784419059753,0.7575914859771729,0.7130489349365234,0.6572563648223877,0.6286050081253052,0.6171746253967285,0.6049675941467285,0.6168377995491028,0.5650584101676941,0.5139936208724976,0.482761412858963,0.4579070508480072,0.4427626132965088,0.837601900100708,0.8083205819129944,0.7191389799118042,0.6806595325469971,0.6635009050369263,0.6452375650405884,0.7346715927124023,0.7129402160644531,0.6705154776573181,0.649224042892456,0.6326092481613159,0.6268050074577332
tell,say,person_1433,dir,dir,Catalan,RV,ca,0.6465024948120117,0.5864979028701782,0.5321345329284668,0.4992541670799256,0.4838590025901794,0.4716316163539887,0.7525657415390015,0.7083917856216431,0.6674731373786926,0.6437463164329529,0.6309816241264343,0.6220219731330872,0.5638948082923889,0.5175262689590454,0.44167214632034296,0.4081564545631409,0.3942927420139313,0.3874724507331848,0.6381434202194214,0.6142510175704956,0.5789355039596558,0.5783042907714844,0.5749824047088623,0.5701929926872253,0.7642552256584167,0.7509211301803589,0.7315696477890015,0.7120969295501709,0.6994386315345764,0.6885436773300171
cook,cooker,person_1832,cuiner,cocció,Catalan,RN,ca,0.4868327081203461,0.485220193862915,0.480916291475296,0.4590902030467987,0.4472072720527649,0.4318282604217529,0.2572118043899536,0.2583264708518982,0.2723946869373321,0.29393014311790466,0.2858642339706421,0.28028932213783264,0.4898771941661834,0.4429945349693297,0.4200961887836456,0.4231535792350769,0.4233701229095459,0.417138397693634,0.20327460765838626,0.2206292599439621,0.22051025927066806,0.19835957884788516,0.194227933883667,0.1936858594417572,0.06001768633723259,0.08887921273708344,0.04410633072257042,0.035707246512174606,0.03774021565914154,0.03330580145120621
coast,cost,person_1832,costa,cost,Catalan,RN,ca,0.06283867359161377,0.06013595312833786,0.06267624348402022,0.04975640028715134,0.05107221007347107,0.04728686809539795,0.19361642003059387,0.2021009624004364,0.2434479147195816,0.23092809319496155,0.2333146631717682,0.2276945263147354,0.059093110263347626,0.05140561610460282,0.04853181540966034,0.05968310683965682,0.059196438640356064,0.05685117095708848,0.2628404200077057,0.2484528571367264,0.23911653459072116,0.2284197211265564,0.21704354882240293,0.20626309514045715,0.16275551915168762,0.13647568225860596,0.16093042492866516,0.1502959430217743,0.15855684876441956,0.15380224585533142
swim,bath,person_1832,nedeu,bany,Catalan,RN,ca,0.27131971716880804,0.2666679322719574,0.2519798874855041,0.23684580624103546,0.22592927515506744,0.22359499335289,0.2499366253614425,0.27823448181152344,0.28476887941360474,0.2762143611907959,0.2688904404640198,0.26890721917152405,0.2461357116699219,0.22794830799102786,0.21588659286499026,0.20469608902931213,0.198625922203064,0.1929911673069,0.3712338805198669,0.4214209318161011,0.3918564021587372,0.3887501955032349,0.3909284174442291,0.3919900059700012,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0
go,come,person_1832,anar,venir,Catalan,RV,ca,0.3997579514980316,0.4004799127578736,0.3707098364830017,0.3827647566795349,0.3702765107154846,0.3580841720104217,0.6398029923439026,0.6191623210906982,0.623497724533081,0.6053190231323242,0.5954936742782593,0.5812902450561523,0.615057110786438,0.5488902926445007,0.4706613421440125,0.4235857725143433,0.3990226984024048,0.3853825926780701,0.7339659929275513,0.6531506776809692,0.6005298495292664,0.5787572860717773,0.5523934364318848,0.5466467142105103,0.6958392858505249,0.697542130947113,0.6768162250518799,0.6564549207687378,0.6412959694862366,0.6295136213302612
stolen,robbed,person_1832,robat,robat,Catalan,RV,ca,0.4932714402675629,0.5238808393478394,0.5006891489028931,0.4682163596153259,0.4461758136749268,0.4350887537002564,0.7175914645195007,0.6544339060783386,0.5912253856658936,0.5544602870941162,0.5335285067558289,0.5191181302070618,0.4489465355873108,0.4283897876739502,0.4178144931793213,0.4166263341903687,0.3986801505088806,0.38875043392181396,0.5547642707824707,0.5365922451019287,0.5403088331222534,0.5418616533279419,0.5392205715179443,0.5250372290611267,0.7188378572463989,0.7159832119941711,0.696819543838501,0.6777858138084412,0.664549708366394,0.6552255153656006
price,prize,person_1433,preu,premi,Catalan,RN,ca,0.1822480261325836,0.18022014200687408,0.16955360770225525,0.16104277968406674,0.15076594054698944,0.14180898666381836,0.25147691369056696,0.2586205005645752,0.2441378235816956,0.2364605367183685,0.22353634238243106,0.21636143326759336,0.1066201478242874,0.09925580769777298,0.10235561430454254,0.0996401309967041,0.10164400190114976,0.09777985513210297,0.4704742431640625,0.4613958597183228,0.4953900277614594,0.459209531545639,0.4587432146072388,0.4570122957229614,0.4355390667915344,0.4455025792121887,0.43295082449913025,0.40406692028045654,0.3891931176185608,0.3852226436138153
advertising,advertisement,person_1826,publicitat,anunci,Catalan,RV,ca,0.7574576735496521,0.676982045173645,0.5969774723052979,0.5624592304229736,0.5439748167991638,0.5266909003257751,0.4556164741516113,0.4493449032306671,0.4092159867286682,0.4031789898872376,0.39429038763046265,0.3815713524818421,0.6549771428108215,0.5993442535400391,0.5130492448806763,0.4436555802822113,0.4144735932350159,0.4015834033489227,0.5514115691184998,0.5434237718582153,0.4949359297752381,0.4649345874786377,0.4531611204147339,0.4453029036521912,0.15406309068202972,0.17603041231632233,0.16616982221603394,0.16658759117126465,0.17146001756191254,0.17142000794410706
customer,user,person_1172,client,usuari,Catalan,RN,ca,0.3588132858276367,0.3286866545677185,0.2965718507766724,0.2694174051284789,0.2622784674167633,0.2494312524795532,0.4614550471305847,0.4458641409873961,0.4334346055984497,0.4171389043331146,0.3994863033294678,0.3974995315074921,0.3991767466068268,0.4062835574150085,0.3570898771286011,0.3222066164016724,0.3156619369983673,0.30374324321746826,0.5319454669952393,0.5477393865585327,0.5125757455825806,0.4974400997161865,0.4818160831928253,0.4679306745529175,0.49993017315864563,0.4983765482902527,0.4834609627723694,0.48033589124679565,0.47148874402046204,0.46614891290664673
actors,characters,person_1969,actors,caràcters,Catalan,RN,ca,0.440252423286438,0.4100249409675598,0.3942669332027435,0.3782820105552673,0.37232378125190735,0.36047524213790894,0.3442021310329437,0.3357464373111725,0.3193575739860535,0.3273807764053345,0.3292620182037353,0.33177584409713745,0.4361552000045776,0.4097469449043274,0.3902768790721893,0.38155239820480347,0.36639404296875,0.3627316057682037,0.6726387739181519,0.6677759885787964,0.6182607412338257,0.5793190598487854,0.5589209794998169,0.5527212619781494,0.5441697835922241,0.5567290186882019,0.515777051448822,0.500391960144043,0.49589547514915466,0.4921073913574219
professional,serious,person_2268,professional,seriós,Catalan,RJ,ca,0.2781375050544739,0.25853249430656433,0.2259582281112671,0.20912575721740725,0.2005314528942108,0.18747255206108093,0.34994596242904663,0.3312535881996155,0.30379346013069153,0.30176687240600586,0.2956933379173279,0.2961997389793396,0.14720313251018524,0.1379738450050354,0.1297658234834671,0.12116226553916933,0.11896555125713347,0.11497396230697632,0.6084347367286682,0.5441384315490723,0.5345166921615601,0.5283849835395813,0.5187522172927856,0.5045973062515259,0.36542874574661255,0.3530047535896301,0.3605805039405823,0.35792744159698486,0.3562612533569336,0.35308676958084106
tell,explain,person_1826,dir,explicar,Catalan,RV,ca,0.5295467972755432,0.470090389251709,0.4800134599208832,0.449648916721344,0.4330701231956482,0.4229810833930969,0.5659184455871582,0.5436480045318604,0.5379168987274171,0.5307595729827881,0.5256218314170837,0.5238316655158997,0.4325070083141327,0.3983280658721924,0.39792072772979736,0.3681323230266571,0.3541639447212219,0.3479128479957581,0.6961185932159424,0.6749348640441895,0.6487186551094055,0.6456813812255859,0.6494656801223755,0.6450111865997314,0.7065008282661438,0.6916869878768921,0.6816706657409668,0.6753765344619751,0.6709308624267578,0.6648813486099243
eventually,actually,person_1826,finalment,fet,Catalan,RY,ca,0.3859083652496338,0.3687898516654968,0.37613195180892944,0.3640955686569214,0.3599157929420471,0.3590395152568817,0.3980682790279389,0.3897282183170319,0.39107513427734375,0.3835774064064026,0.3732824325561523,0.3667122125625609,0.35615456104278564,0.33678755164146423,0.2951422929763794,0.2732512950897217,0.26473698019981384,0.2558790445327759,0.7705131769180298,0.7682063579559326,0.7576484680175781,0.7481688261032104,0.7252963781356812,0.702801525592804,0.2839753329753876,0.23749077320098877,0.22158735990524292,0.21345707774162292,0.20707941055297852,0.19284972548484802
