id,language,type,code,l2_sim_cc_5,neighbors,overlap
person_1999,Catalan,RV,ca,0.113869309425354,10,0.12638527154922485
person_772,Catalan,RV,ca,0.5295467972755432,10,0.470090389251709
person_1958,Catalan,RN,ca,0.320397287607193,10,0.2860535979270935
person_1958,Catalan,RY,ca,0.14532896876335144,10,0.15711629390716553
person_2544,Catalan,RN,ca,0.2760891914367676,10,0.25682196021080017
person_169,Catalan,RV,ca,0.6660505533218384,10,0.6181087493896484
person_169,Catalan,RV,ca,0.26336538791656494,10,0.2555653154850006
person_169,Catalan,RY,ca,0.2943192720413208,10,0.25569331645965576
person_169,Catalan,RN,ca,0.6608662605285645,10,0.6459355354309082
person_169,Catalan,RY,ca,0.34219878911972046,10,0.33667248487472534
person_775,Catalan,RV,ca,0.28773099184036255,10,0.2798879146575928
person_775,Catalan,RV,ca,0.41061174869537354,10,0.38897228240966797
person_775,Catalan,RV,ca,0.3299047350883484,10,0.30377835035324097
person_1958,Catalan,RV,ca,0.26081758737564087,10,0.2503654360771179
person_1958,Catalan,RV,ca,0.26385730504989624,10,0.2110184133052826
person_1958,Catalan,RN,ca,0.31820130348205566,10,0.3002955913543701
person_1958,Catalan,RV,ca,0.3707064092159271,10,0.36222708225250244
person_1958,Catalan,RJ,ca,0.5591937303543091,10,0.5336694717407227
person_1958,Catalan,RV,ca,0.6314924359321594,10,0.5723605751991272
person_1958,Catalan,RJ,ca,0.5591937303543091,10,0.5336694717407227
person_1958,Catalan,RJ,ca,0.27860027551651,10,0.27040964365005493
person_2544,Catalan,RN,ca,0.4073520004749298,10,0.3768073618412018
person_471,Catalan,RN,ca,0.29371142387390137,10,0.273621529340744
person_471,Catalan,RV,ca,0.22216057777404785,10,0.211061030626297
person_471,Catalan,RV,ca,0.17552168667316437,10,0.16648852825164795
person_3074,Catalan,RV,ca,0.3005203604698181,10,0.31946703791618347
person_3074,Catalan,RN,ca,0.35936224460601807,10,0.3613940179347992
person_3074,Catalan,RN,ca,0.29549121856689453,10,0.28651031851768494
person_3074,Catalan,RV,ca,0.5281713008880615,10,0.510770857334137
person_3074,Catalan,RY,ca,0.3911951184272766,10,0.39410099387168884
person_3074,Catalan,RJ,ca,0.16655230522155762,10,0.14329251646995544
person_3101,Catalan,RN,ca,0.2840946614742279,10,0.2791796326637268
person_3305,Catalan,RV,ca,0.22951197624206543,10,0.20628398656845093
person_3101,Catalan,RJ,ca,0.3811662495136261,10,0.38691800832748413
person_3038,Catalan,RV,ca,0.2119496762752533,10,0.1882130354642868
person_3038,Catalan,RV,ca,0.5778679847717285,10,0.5535040497779846
person_3038,Catalan,RV,ca,0.6513598561286926,10,0.6332511901855469
person_3038,Catalan,RN,ca,0.5455554723739624,10,0.5225805640220642
person_562,Catalan,RN,ca,0.1298050582408905,10,0.11449146270751953
person_562,Catalan,RJ,ca,0.4261372685432434,10,0.4047643542289734
person_562,Catalan,RY,ca,0.34486445784568787,10,0.31531423330307007
person_3038,Catalan,RN,ca,0.22043296694755554,10,0.19144874811172485
person_3305,Catalan,RN,ca,0.43410658836364746,10,0.41117140650749207
person_2799,Catalan,RV,ca,0.6155092716217041,10,0.5901577472686768
person_2799,Catalan,RN,ca,0.6935629844665527,10,0.6038941740989685
person_3019,Catalan,RV,ca,0.43259361386299133,10,0.47128599882125854
person_3019,Catalan,RJ,ca,0.20683865249156952,10,0.20672118663787842
person_3019,Catalan,RN,ca,0.1431783139705658,10,0.12798018753528595
person_3019,Catalan,RN,ca,0.1431783139705658,10,0.12798018753528595
person_3019,Catalan,RV,ca,0.28773099184036255,10,0.2798879146575928
person_3019,Catalan,RN,ca,0.27287957072257996,10,0.2670596241950989
person_3019,Catalan,RV,ca,0.6513598561286926,10,0.6332511901855469
person_3019,Catalan,RN,ca,0.4253097176551819,10,0.4028712213039398
person_3019,Catalan,RV,ca,0.340471088886261,10,0.29835832118988037
person_3019,Catalan,RN,ca,0.6935629844665527,10,0.6038941740989685
person_3240,Catalan,RV,ca,0.24875935912132263,10,0.24838393926620483
person_3240,Catalan,RN,ca,0.6671315431594849,10,0.6051273941993713
person_2799,Catalan,RN,ca,0.35910290479660034,10,0.3438814580440521
person_2799,Catalan,RV,ca,0.2664676904678345,10,0.24843621253967285
person_2799,Catalan,RN,ca,0.3457925319671631,10,0.32746651768684387
person_2799,Catalan,RJ,ca,0.5923492908477783,10,0.5541363954544067
person_2799,Catalan,RV,ca,0.6513598561286926,10,0.6332511901855469
person_562,Catalan,RV,ca,0.7784546613693237,10,0.6931021809577942
person_562,Catalan,RV,ca,0.32511937618255615,10,0.2968980669975281
person_2667,Catalan,RN,ca,0.2589578628540039,10,0.2281462401151657
person_2667,Catalan,RN,ca,0.6809103488922119,10,0.6008634567260742
person_1000,Catalan,RV,ca,0.1569792628288269,10,0.17015862464904785
person_2066,Catalan,RV,ca,0.320245623588562,10,0.35580816864967346
person_439,Catalan,RN,ca,0.4667881727218628,10,0.44824641942977905
person_439,Catalan,RV,ca,0.5255879163742065,10,0.5137521624565125
person_439,Catalan,RN,ca,0.4241892695426941,10,0.40969881415367126
person_2470,Catalan,RN,ca,0.679311990737915,10,0.6234778165817261
person_2470,Catalan,RV,ca,0.7321411371231079,10,0.6577076315879822
person_2470,Catalan,RN,ca,0.24874341487884521,10,0.2301422506570816
person_2470,Catalan,RV,ca,0.6465024948120117,10,0.5864979028701782
person_823,Catalan,RV,ca,0.1386297047138214,10,0.12735281884670258
person_823,Catalan,RN,ca,0.25946003198623657,10,0.22619181871414185
person_823,Catalan,RY,ca,0.34077179431915283,10,0.32544708251953125
person_823,Catalan,RN,ca,0.3907798230648041,10,0.3682957887649536
person_884,Catalan,RV,ca,0.3084002137184143,10,0.2867045998573303
person_884,Catalan,RV,ca,0.3574908375740051,10,0.3373270630836487
person_884,Catalan,RN,ca,0.18224802613258362,10,0.18022014200687408
person_471,Catalan,RV,ca,0.24819259345531464,10,0.28129416704177856
person_1823,Catalan,RV,ca,0.2921990752220154,10,0.2604277729988098
person_1687,Catalan,RV,ca,0.4617542326450348,10,0.4073985815048218
person_1823,Catalan,RN,ca,0.2570464015007019,10,0.25144901871681213
person_1823,Catalan,RV,ca,0.3552844524383545,10,0.3501555323600769
person_2667,Catalan,RN,ca,0.35247257351875305,10,0.32307571172714233
person_2667,Catalan,RN,ca,0.250063955783844,10,0.2326980084180832
person_2667,Catalan,RY,ca,0.34077179431915283,10,0.32544708251953125
person_2667,Catalan,RV,ca,0.23211948573589325,10,0.22623051702976227
person_2667,Catalan,RY,ca,0.34486445784568787,10,0.31531423330307007
person_2667,Catalan,RV,ca,0.6210205554962158,10,0.5691430568695068
person_2667,Catalan,RV,ca,0.2118625044822693,10,0.1967991292476654
person_501,Catalan,RV,ca,0.26883798837661743,10,0.25891101360321045
person_501,Catalan,RN,ca,0.4664924144744873,10,0.4337632656097412
person_501,Catalan,RN,ca,0.4664924144744873,10,0.4337632656097412
person_889,Catalan,RN,ca,0.19187694787979126,10,0.1891857087612152
person_889,Catalan,RV,ca,0.7784546613693237,10,0.6931021809577942
person_889,Catalan,RN,ca,0.3157534599304199,10,0.29600661993026733
person_889,Catalan,RV,ca,0.2505989372730255,10,0.2601696252822876
person_254,Catalan,RJ,ca,0.32081133127212524,10,0.30734896659851074
person_1823,Catalan,RV,ca,0.3552844524383545,10,0.3501555323600769
person_1823,Catalan,RV,ca,0.6052343845367432,10,0.536349892616272
person_1823,Catalan,RV,ca,0.2336423099040985,10,0.22826680541038513
person_1687,Catalan,RV,ca,0.22337615489959717,10,0.2168152928352356
person_1642,Catalan,RN,ca,0.7538630962371826,10,0.6983408331871033
person_1687,Catalan,RV,ca,0.43259361386299133,10,0.47128599882125854
person_2268,Catalan,RV,ca,0.2584293484687805,10,0.2546926736831665
person_2268,Catalan,RV,ca,0.2353285551071167,10,0.24295812845230103
person_2268,Catalan,RV,ca,0.5132830142974854,10,0.5058315992355347
person_2687,Catalan,RN,ca,0.304995059967041,10,0.30453842878341675
person_2687,Catalan,RN,ca,0.32255256175994873,10,0.3143237829208374
person_2687,Catalan,RV,ca,0.7321411371231079,10,0.6577076315879822
person_2687,Catalan,RN,ca,0.4048754572868347,10,0.3919704854488373
person_2268,Catalan,RJ,ca,0.2781375050544739,10,0.25853249430656433
person_2687,Catalan,RN,ca,0.31159937381744385,10,0.2979334890842438
person_1826,Catalan,RV,ca,0.4477751851081848,10,0.42963945865631104
person_1826,Catalan,RY,ca,0.37277743220329285,10,0.35193485021591187
person_1826,Catalan,RV,ca,0.7784546613693237,10,0.6931021809577942
person_1826,Catalan,RY,ca,0.3859083652496338,10,0.3687898516654968
person_1826,Catalan,RV,ca,0.5295467972755432,10,0.470090389251709
person_1826,Catalan,RN,ca,0.20945391058921814,10,0.20205369591712952
person_1826,Catalan,RV,ca,0.5295467972755432,10,0.470090389251709
person_2687,Catalan,RY,ca,0.662487268447876,10,0.5786899328231812
person_1826,Catalan,RN,ca,0.48683270812034607,10,0.48522019386291504
person_2268,Catalan,RV,ca,0.45191502571105957,10,0.47765597701072693
person_2268,Catalan,RY,ca,0.3504297137260437,10,0.3449804186820984
person_1149,Catalan,RV,ca,0.324959397315979,10,0.3083351254463196
person_1149,Catalan,RV,ca,0.5295467972755432,10,0.470090389251709
person_1149,Catalan,RN,ca,0.23977217078208923,10,0.22447048127651215
person_1149,Catalan,RV,ca,0.29662883281707764,10,0.2513970136642456
person_1172,Catalan,RN,ca,0.3236522376537323,10,0.29103028774261475
person_1172,Catalan,RV,ca,0.35337087512016296,10,0.3569537103176117
person_1172,Catalan,RJ,ca,0.18720407783985138,10,0.16119177639484406
person_2268,Catalan,RY,ca,0.19899359345436096,10,0.1864926666021347
person_1172,Catalan,RV,ca,0.3287564516067505,10,0.28102612495422363
person_1172,Catalan,RV,ca,0.330628901720047,10,0.31710875034332275
person_1172,Catalan,RN,ca,0.18224802613258362,10,0.18022014200687408
person_1172,Catalan,RV,ca,0.3964872360229492,10,0.3972426652908325
person_1172,Catalan,RV,ca,0.2722434401512146,10,0.2542533278465271
person_2725,Catalan,RY,ca,0.4732424318790436,10,0.4299091696739197
person_2725,Catalan,RV,ca,0.46867144107818604,10,0.48407185077667236
person_2725,Catalan,RV,ca,0.32040661573410034,10,0.3154994249343872
person_1172,Catalan,RN,ca,0.3588132858276367,10,0.3286866545677185
person_1826,Catalan,RN,ca,0.18224802613258362,10,0.18022014200687408
person_1826,Catalan,RV,ca,0.7574576735496521,10,0.676982045173645
person_1826,Catalan,RN,ca,0.42277777194976807,10,0.4070366322994232
person_1349,Catalan,RY,ca,0.34077179431915283,10,0.32544708251953125
person_1349,Catalan,RJ,ca,0.5732536911964417,10,0.5495057106018066
person_1349,Catalan,RV,ca,0.36370670795440674,10,0.3318985104560852
person_1349,Catalan,RV,ca,0.3684406578540802,10,0.3330797553062439
person_1349,Catalan,RJ,ca,0.2680617570877075,10,0.24213911592960358
person_2132,Catalan,RV,ca,0.31000882387161255,10,0.30137720704078674
person_2132,Catalan,RV,ca,0.128126859664917,10,0.12000373750925064
person_1349,Catalan,RY,ca,0.34219878911972046,10,0.33667248487472534
person_2132,Catalan,RV,ca,0.490425705909729,10,0.4794989228248596
person_2132,Catalan,RJ,ca,0.23791909217834473,10,0.2291310429573059
person_2132,Catalan,RY,ca,0.34077179431915283,10,0.32544708251953125
person_1687,Catalan,RJ,ca,0.3468888998031616,10,0.33996984362602234
person_2127,Catalan,RN,ca,0.2793424129486084,10,0.2514062821865082
person_2127,Catalan,RJ,ca,0.18351437151432037,10,0.16606229543685913
person_2127,Catalan,RN,ca,0.46401748061180115,10,0.4072752594947815
person_2127,Catalan,RN,ca,0.06822684407234192,10,0.06864172220230103
person_2132,Catalan,RN,ca,0.4782995581626892,10,0.45548343658447266
person_1349,Catalan,RV,ca,0.6448183655738831,10,0.6456886529922485
person_1305,Catalan,RN,ca,0.06822684407234192,10,0.06864172220230103
person_1305,Catalan,RV,ca,0.3048818111419678,10,0.29782530665397644
person_1832,Catalan,RV,ca,0.49327144026756287,10,0.5238808393478394
person_1832,Catalan,RV,ca,0.3997579514980316,10,0.40047991275787354
person_1832,Catalan,RN,ca,0.271319717168808,10,0.2666679322719574
person_1832,Catalan,RN,ca,0.06283867359161377,10,0.06013595312833786
person_1832,Catalan,RN,ca,0.48683270812034607,10,0.48522019386291504
person_1433,Catalan,RV,ca,0.6465024948120117,10,0.5864979028701782
person_1433,Catalan,RV,ca,0.7321411371231079,10,0.6577076315879822
person_1433,Catalan,RN,ca,0.266948401927948,10,0.24684134125709534
person_1433,Catalan,RN,ca,0.18224802613258362,10,0.18022014200687408
person_1433,Catalan,RV,ca,0.19618213176727295,10,0.19088679552078247
person_1433,Catalan,RV,ca,0.6796959638595581,10,0.6282963752746582
person_1433,Catalan,RV,ca,0.6821067333221436,10,0.626814603805542
person_1433,Catalan,RN,ca,0.06822684407234192,10,0.06864172220230103
person_1433,Catalan,RN,ca,0.17464333772659302,10,0.14794126152992249
person_1433,Catalan,RJ,ca,0.10625336319208145,10,0.09914115816354752
person_1433,Catalan,RV,ca,0.2630884647369385,10,0.23456722497940063
person_1305,Catalan,RJ,ca,0.5845456123352051,10,0.5270010232925415
person_1149,Catalan,RV,ca,0.5295467972755432,10,0.470090389251709
person_1969,Catalan,RN,ca,0.440252423286438,10,0.4100249409675598
person_2132,Catalan,RN,ca,0.4346502423286438,10,0.45256173610687256
person_1969,Catalan,RN,ca,0.3478183150291443,10,0.32811611890792847
person_1092,Catalan,RN,ca,0.35147884488105774,10,0.3666585087776184
person_1092,Catalan,RV,ca,0.7784546613693237,10,0.6931021809577942
person_1092,Catalan,RV,ca,0.23375025391578674,10,0.2016356736421585
person_1092,Catalan,RV,ca,0.7231695652008057,10,0.6360751390457153
person_1092,Catalan,RN,ca,0.23827260732650757,10,0.2114880383014679
person_1119,Catalan,RV,ca,0.5288569331169128,10,0.544673502445221
person_1119,Catalan,RJ,ca,0.3125112056732178,10,0.29587310552597046
person_1092,Catalan,RJ,ca,0.40707218647003174,10,0.4084789752960205
person_1119,Catalan,RV,ca,0.4386650025844574,10,0.4241129159927368
person_1119,Catalan,RV,ca,0.4923796057701111,10,0.49527817964553833
person_1119,Catalan,RV,ca,0.39788883924484253,10,0.38664424419403076
person_1666,Catalan,RV,ca,0.36866167187690735,10,0.35504674911499023
person_1666,Catalan,RN,ca,0.23827260732650757,10,0.2114880383014679
person_1666,Catalan,RN,ca,0.09197678416967392,10,0.09814243018627167
person_871,Catalan,RV,ca,0.36014583706855774,10,0.3162577152252197
person_871,Catalan,RV,ca,0.4329095482826233,10,0.4395020008087158
person_1119,Catalan,RN,ca,0.22731167078018188,10,0.21073956787586212
person_1092,Catalan,RJ,ca,0.16848959028720856,10,0.14314880967140198
person_1092,Catalan,RN,ca,0.21675056219100952,10,0.21729132533073425
person_1092,Catalan,RN,ca,0.655541181564331,10,0.5496775507926941
person_1969,Catalan,RJ,ca,0.42954111099243164,10,0.4006975293159485
person_1687,Catalan,RV,ca,0.35953524708747864,10,0.3409363031387329
person_2761,Catalan,RV,ca,0.24339446425437927,10,0.22424525022506714
person_2761,Catalan,RV,ca,0.15983441472053528,10,0.15401503443717957
person_2761,Catalan,RJ,ca,0.26911216974258423,10,0.2608039975166321
person_2761,Catalan,RJ,ca,0.3811662495136261,10,0.38691800832748413
person_2210,Catalan,RV,ca,0.23640266060829163,10,0.23561282455921173
person_2210,Catalan,RV,ca,0.5295467972755432,10,0.470090389251709
person_2210,Catalan,RN,ca,0.23231984674930573,10,0.2139984667301178
person_2210,Catalan,RY,ca,0.46056830883026123,10,0.44751453399658203
person_2210,Catalan,RV,ca,0.25070053339004517,10,0.26450347900390625
person_2210,Catalan,RV,ca,0.725237250328064,10,0.6686240434646606
person_2210,Catalan,RV,ca,0.3596329689025879,10,0.3539479970932007
person_2015,Catalan,RV,ca,0.486662894487381,10,0.4235689043998718
person_2015,Catalan,RN,ca,0.40635350346565247,10,0.3961203694343567
person_2015,Catalan,RV,ca,0.39531081914901733,10,0.35435163974761963
person_2015,Catalan,RV,ca,0.3997579514980316,10,0.40047991275787354
person_871,Catalan,RV,ca,0.33333075046539307,10,0.3319131135940552
person_871,Catalan,RN,ca,0.2120032161474228,10,0.1907951384782791
person_2761,Catalan,RN,ca,0.25722599029541016,10,0.2272185981273651
person_871,Catalan,RV,ca,0.3047373294830322,10,0.35347098112106323
person_1879,Catalan,RV,ca,0.3277006149291992,10,0.32577091455459595
person_1879,Catalan,RN,ca,0.23292821645736694,10,0.22277531027793884
person_2721,Catalan,RV,ca,0.45191502571105957,10,0.47765597701072693
person_2721,Catalan,RV,ca,0.25828850269317627,10,0.2390792965888977
person_2721,Catalan,RJ,ca,0.3690564036369324,10,0.3396174907684326
person_2721,Catalan,RV,ca,0.19568312168121338,10,0.19261333346366882
person_2721,Catalan,RN,ca,0.18224802613258362,10,0.18022014200687408
person_2033,Catalan,RV,ca,0.18421289324760437,10,0.16114956140518188
person_2721,Catalan,RN,ca,0.23828020691871643,10,0.21053147315979004
person_2721,Catalan,RN,ca,0.23828020691871643,10,0.21053147315979004
person_2721,Catalan,RV,ca,0.5132830142974854,10,0.5058315992355347
person_1969,Catalan,RV,ca,0.37956053018569946,10,0.41317057609558105
person_1969,Catalan,RN,ca,0.6449308395385742,10,0.5327084064483643
person_1969,Catalan,RV,ca,0.2537800669670105,10,0.2346213161945343
person_1969,Catalan,RN,ca,0.3478183150291443,10,0.32811611890792847
person_871,Catalan,RV,ca,0.22651690244674683,10,0.23513641953468323
person_2721,Catalan,RN,ca,0.4320846199989319,10,0.3960791230201721
person_2033,Catalan,RN,ca,0.10810798406600952,10,0.10006044059991837
person_1969,Catalan,RN,ca,0.3478183150291443,10,0.32811611890792847
person_2033,Catalan,RV,ca,0.33045053482055664,10,0.30644655227661133
person_871,Catalan,RN,ca,0.4328004717826843,10,0.3677828907966614
person_871,Catalan,RV,ca,0.5295467972755432,10,0.470090389251709
person_871,Catalan,RN,ca,0.3814730644226074,10,0.35194242000579834
person_871,Catalan,RJ,ca,0.41426926851272583,10,0.3871847987174988
person_871,Catalan,RV,ca,0.34524333477020264,10,0.31133243441581726
person_2595,Catalan,RV,ca,0.3689520061016083,10,0.3549177646636963
person_2033,Catalan,RJ,ca,0.2947675585746765,10,0.27505946159362793
person_1089,Catalan,RY,ca,0.4334477186203003,10,0.4158744215965271
person_2595,Catalan,RV,ca,0.2846106290817261,10,0.2555878162384033
person_2033,Catalan,RN,ca,0.09485538303852081,10,0.09801629930734634
person_2033,Catalan,RV,ca,0.3485514521598816,10,0.37948480248451233
person_2033,Catalan,RN,ca,0.43060046434402466,10,0.388680636882782
person_2033,Catalan,RV,ca,0.6465024948120117,10,0.5864979028701782
person_2033,Catalan,RN,ca,0.10393224656581879,10,0.09679202735424042
person_2033,Catalan,RV,ca,0.6466805934906006,10,0.5726152658462524
person_2033,Catalan,RJ,ca,0.6284813284873962,10,0.612820565700531
person_1089,Catalan,RV,ca,0.2965352237224579,10,0.2883325219154358
person_1886,Chinese (Simplified),RV,zh,0.12548720836639404,10,0.11296801269054413
person_1886,Chinese (Simplified),RV,zh,0.6448183655738831,10,0.6456886529922485
person_1514,Chinese (Simplified),RN,zh,0.44343557953834534,10,0.43043190240859985
person_1514,Chinese (Simplified),RY,zh,0.34077179431915283,10,0.32544708251953125
person_524,Chinese (Simplified),RN,zh,0.43818366527557373,10,0.4414810538291931
person_524,Chinese (Simplified),RY,zh,0.2547925114631653,10,0.2878539562225342
person_2218,Chinese (Simplified),RV,zh,0.3141041696071625,10,0.28971099853515625
person_524,Chinese (Simplified),RY,zh,0.33721864223480225,10,0.30980557203292847
person_524,Chinese (Simplified),RV,zh,0.3160594403743744,10,0.34717875719070435
person_669,Chinese (Simplified),RV,zh,0.2733122408390045,10,0.2569120526313782
person_669,Chinese (Simplified),RV,zh,0.2525222897529602,10,0.23368006944656372
person_669,Chinese (Simplified),RY,zh,0.34077179431915283,10,0.32544708251953125
person_2542,Chinese (Simplified),RV,zh,0.42498552799224854,10,0.3900919258594513
person_2542,Chinese (Simplified),RJ,zh,0.3756580948829651,10,0.35984471440315247
person_524,Chinese (Simplified),RN,zh,0.26954928040504456,10,0.24026894569396973
person_1886,Chinese (Simplified),RN,zh,0.18600338697433472,10,0.17369867861270905
person_2696,Chinese (Simplified),RV,zh,0.3135344982147217,10,0.29879456758499146
person_1886,Chinese (Simplified),RV,zh,0.32201826572418213,10,0.2929217219352722
person_2290,Chinese (Simplified),RV,zh,0.6258716583251953,10,0.6106140613555908
person_2290,Chinese (Simplified),RV,zh,0.267757773399353,10,0.2908129096031189
person_2542,Chinese (Simplified),RV,zh,0.35312581062316895,10,0.359226256608963
person_2494,Chinese (Simplified),RV,zh,0.4011198878288269,10,0.43176358938217163
person_2494,Chinese (Simplified),RV,zh,0.4244479537010193,10,0.3998706340789795
person_2494,Chinese (Simplified),RV,zh,0.09581126272678375,10,0.08992041647434235
person_2696,Chinese (Simplified),RV,zh,0.4402536153793335,10,0.4178633391857147
person_1886,Chinese (Simplified),RJ,zh,0.14007028937339783,10,0.13239294290542603
person_2696,Chinese (Simplified),RN,zh,0.2514412999153137,10,0.2551730275154114
person_2696,Chinese (Simplified),RV,zh,0.16075167059898376,10,0.13561968505382538
person_231,Chinese (Simplified),RV,zh,0.4231981635093689,10,0.4228300452232361
person_231,Chinese (Simplified),RY,zh,0.45601654052734375,10,0.46204280853271484
person_231,Chinese (Simplified),RV,zh,0.38276422023773193,10,0.3820529878139496
person_231,Chinese (Simplified),RN,zh,0.19989296793937683,10,0.17825636267662048
person_231,Chinese (Simplified),RN,zh,0.3964480757713318,10,0.3700101375579834
person_231,Chinese (Simplified),RN,zh,0.27732232213020325,10,0.2744852602481842
person_2696,Chinese (Simplified),RV,zh,0.23788787424564362,10,0.23472672700881958
person_2290,Chinese (Simplified),RJ,zh,0.3726339340209961,10,0.35990774631500244
person_2215,Chinese (Simplified),RN,zh,0.49344131350517273,10,0.4697110056877136
person_2542,Chinese (Simplified),RN,zh,0.17254230380058289,10,0.17447972297668457
person_2360,Chinese (Simplified),RV,zh,0.3539024889469147,10,0.3323533833026886
person_2360,Chinese (Simplified),RV,zh,0.41096925735473633,10,0.37540769577026367
person_2360,Chinese (Simplified),RY,zh,0.34077179431915283,10,0.32544708251953125
person_1696,Chinese (Simplified),RY,zh,0.2450353354215622,10,0.2676716148853302
person_1902,Chinese (Simplified),RV,zh,0.3415401577949524,10,0.30590397119522095
person_1902,Chinese (Simplified),RV,zh,0.412836492061615,10,0.3924944996833801
person_1902,Chinese (Simplified),RY,zh,0.34077179431915283,10,0.32544708251953125
person_2215,Chinese (Simplified),RV,zh,0.4140937328338623,10,0.40004289150238037
person_1902,Chinese (Simplified),RN,zh,0.28869158029556274,10,0.273923397064209
person_2,Chinese (Simplified),RV,zh,0.2525222897529602,10,0.23368006944656372
person_2,Chinese (Simplified),RN,zh,0.04498416930437088,10,0.04831849783658981
person_2,Chinese (Simplified),RV,zh,0.457364559173584,10,0.43293941020965576
person_1055,Chinese (Simplified),RN,zh,0.04498416930437088,10,0.04831849783658981
person_2290,Chinese (Simplified),RY,zh,0.5676357746124268,10,0.5491836071014404
person_1055,Chinese (Simplified),RV,zh,-0.0468173623085022,10,-0.021907120943069458
person_1055,Chinese (Simplified),RV,zh,0.2605249285697937,10,0.23378142714500427
person_2,Chinese (Simplified),RV,zh,0.2525222897529602,10,0.23368006944656372
person_2542,Chinese (Simplified),RN,zh,0.5136429667472839,10,0.4936051666736603
